model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Polo,2016,10995,Manual,15000,Petrol,20,60.1,1.2
 Polo,2018,12495,Manual,17000,Petrol,145,64.2,1.0
 Polo,2016,9995,Manual,37000,Petrol,20,60.1,1.2
 Polo,2017,11695,Manual,18801,Petrol,150,60.1,1.2
 Polo,2017,12495,Semi-Auto,18514,Petrol,20,60.1,1.2
 Polo,2017,12520,Semi-Auto,14077,Petrol,20,60.1,1.2
 Polo,2017,13495,Semi-Auto,8861,Petrol,150,60.1,1.2
 Polo,2017,10495,Manual,29000,Petrol,150,60.1,1.2
 Polo,2018,14499,Semi-Auto,6000,Petrol,145,45.6,1.0
 Polo,2017,11495,Manual,12982,Petrol,20,60.1,1.2
 Polo,2017,11499,Manual,7129,Petrol,150,60.1,1.2
 Polo,2017,11199,Manual,32350,Petrol,150,60.1,1.2
 Polo,2017,10299,Manual,18820,Petrol,150,60.1,1.0
 Polo,2017,11495,Manual,17378,Petrol,150,60.1,1.2
 Polo,2016,9995,Manual,27253,Petrol,20,60.1,1.2
 Polo,2016,9495,Manual,28000,Petrol,20,60.1,1.2
 Polo,2014,11995,Semi-Auto,11521,Petrol,20,61.4,1.4
 Polo,2016,10695,Semi-Auto,17100,Petrol,20,60.1,1.2
 Polo,2016,10995,Manual,20912,Petrol,20,60.1,1.2
 Polo,2017,11495,Manual,2495,Petrol,145,60.1,1.0
 Polo,2017,12995,Semi-Auto,19384,Petrol,145,60.1,1.2
 Polo,2017,10750,Manual,13040,Petrol,20,60.1,1.2
 Polo,2017,12995,Semi-Auto,18608,Petrol,145,60.1,1.2
 Polo,2016,9995,Manual,28537,Petrol,20,60.1,1.2
 Polo,2017,11795,Manual,33044,Petrol,145,60.1,1.2
 Polo,2017,12995,Semi-Auto,12915,Petrol,145,60.1,1.2
 Polo,2017,9495,Manual,31499,Petrol,20,60.1,1.0
 Polo,2016,10495,Manual,23000,Petrol,20,60.1,1.2
 Polo,2017,12495,Semi-Auto,10300,Petrol,145,60.1,1.2
 Polo,2017,9295,Manual,29579,Petrol,20,60.1,1.0
 Polo,2017,11495,Manual,20781,Petrol,150,60.1,1.2
 Polo,2016,11495,Semi-Auto,26951,Petrol,20,60.1,1.2
 Polo,2014,7995,Manual,45000,Petrol,20,58.9,1.2
 Polo,2015,9995,Semi-Auto,34000,Petrol,20,60.1,1.2
 Polo,2017,10995,Manual,17513,Petrol,145,60.1,1.0
 Polo,2017,11947,Manual,10887,Petrol,145,60.1,1.2
 Polo,2016,9230,Manual,23912,Petrol,20,60.1,1.2
 Polo,2016,10500,Manual,16473,Petrol,20,60.1,1.2
 Polo,2017,10991,Manual,13967,Petrol,150,58.9,1.0
 Polo,2015,9491,Manual,25910,Petrol,20,60.1,1.2
 Polo,2017,10491,Manual,24735,Petrol,20,60.1,1.2
 Polo,2016,9291,Manual,38271,Petrol,20,60.1,1.2
 Polo,2017,11291,Manual,20028,Petrol,20,60.1,1.2
 Polo,2017,10491,Manual,18666,Petrol,150,58.9,1.0
 Polo,2016,10291,Manual,11922,Petrol,20,60.1,1.2
 Polo,2017,11491,Manual,20932,Petrol,150,60.1,1.2
 Polo,2017,10746,Manual,26199,Petrol,145,60.1,1.2
 Polo,2014,8997,Manual,24959,Petrol,20,58.9,1.2
 Polo,2017,11499,Manual,15243,Petrol,150,58.9,1.0
 Polo,2016,9899,Manual,11109,Petrol,20,60.1,1.2
 Polo,2018,12000,Manual,18872,Petrol,145,64.2,1.0
 Polo,2017,10449,Manual,30847,Petrol,20,60.1,1.2
 Polo,2016,9299,Manual,23806,Petrol,20,60.1,1.2
 Polo,2018,13099,Manual,13239,Petrol,145,52.3,1.0
 Polo,2017,13499,Semi-Auto,3800,Petrol,150,60.1,1.2
 Polo,2017,10328,Manual,26941,Petrol,145,60.1,1.2
 Polo,2017,9495,Manual,16694,Petrol,150,60.1,1.0
 Polo,2017,11297,Manual,16722,Petrol,145,60.1,1.2
 Polo,2016,9244,Manual,37656,Petrol,20,60.1,1.2
 Polo,2017,10656,Manual,19036,Petrol,20,60.1,1.2
 Polo,2018,12999,Manual,20055,Petrol,150,52.3,1.0
 Polo,2017,10649,Manual,25412,Petrol,20,60.1,1.2
 Polo,2017,10899,Manual,18208,Petrol,20,60.1,1.2
 Polo,2018,12995,Manual,15645,Petrol,145,52.3,1.0
 Polo,2018,10795,Manual,12143,Petrol,145,60.1,1.0
 Polo,2016,11999,Manual,26194,Petrol,20,61.4,1.4
 Polo,2017,9991,Manual,23964,Petrol,145,58.9,1.0
 Polo,2014,6984,Manual,57573,Petrol,125,51.4,1.2
 Polo,2016,10495,Manual,11860,Petrol,20,60.1,1.2
 Polo,2017,10099,Manual,25666,Petrol,150,60.1,1.0
 Polo,2017,8999,Manual,43793,Petrol,20,60.1,1.0
 Polo,2017,10700,Manual,21094,Petrol,20,60.1,1.2
 Polo,2018,13500,Manual,13075,Petrol,150,62.8,1.0
 Polo,2016,11950,Semi-Auto,12100,Petrol,20,60.1,1.2
 Polo,2018,12500,Manual,8555,Petrol,150,64.2,1.0
 Polo,2016,11500,Manual,4682,Petrol,20,60.1,1.2
 Polo,2016,13950,Semi-Auto,18500,Petrol,20,61.4,1.4
 Polo,2015,9950,Manual,13762,Petrol,20,60.1,1.2
 Polo,2017,9677,Manual,17913,Petrol,145,60.1,1.0
 Polo,2016,12899,Manual,23437,Petrol,145,47.0,1.8
 Polo,2016,11900,Semi-Auto,13588,Petrol,20,60.1,1.2
 Polo,2016,9990,Manual,11780,Petrol,20,60.1,1.2
 Polo,2018,13495,Manual,15504,Petrol,145,52.3,1.0
 Polo,2018,11850,Manual,28500,Petrol,150,64.2,1.0
 Polo,2016,9250,Manual,43250,Petrol,20,60.1,1.2
 Polo,2016,10250,Manual,27850,Petrol,20,60.1,1.2
 Polo,2018,14950,Semi-Auto,1350,Petrol,150,45.6,1.0
 Polo,2017,11500,Manual,10600,Petrol,20,60.1,1.2
 Polo,2018,14650,Manual,3000,Diesel,145,55.4,1.6
 Polo,2016,10250,Manual,27500,Petrol,20,60.1,1.2
 Polo,2017,11500,Manual,13000,Petrol,150,60.1,1.2
 Polo,2015,8500,Manual,40300,Petrol,20,60.1,1.0
 Polo,2017,11500,Manual,17100,Petrol,20,60.1,1.2
 Polo,2018,11950,Manual,27000,Petrol,150,58.9,1.0
 Polo,2016,10000,Manual,43600,Petrol,20,60.1,1.0
 Polo,2016,11500,Manual,36900,Petrol,20,60.1,1.2
 Polo,2015,9750,Manual,27000,Petrol,20,60.1,1.2
 Polo,2017,11450,Manual,16500,Petrol,20,60.1,1.2
 Polo,2016,12500,Semi-Auto,19000,Petrol,20,60.1,1.2
 Polo,2018,12500,Manual,10600,Petrol,145,60.1,1.0
 Polo,2017,11800,Manual,9900,Petrol,145,60.1,1.2
 Polo,2015,8500,Manual,44765,Petrol,0,65.7,1.0
 Polo,2017,10650,Semi-Auto,46000,Petrol,150,60.1,1.2
 Polo,2016,10000,Manual,23000,Petrol,20,60.1,1.2
 Polo,2009,1990,Manual,65024,Petrol,150,48.7,1.2
 Polo,2017,13500,Manual,17200,Petrol,20,61.4,1.4
 Polo,2008,4250,Manual,62315,Diesel,125,56.5,1.4
 Polo,2011,4495,Manual,72850,Petrol,125,51.4,1.2
 Polo,2008,3195,Manual,58500,Petrol,160,43.5,1.4
 Polo,2016,9599,Manual,10907,Petrol,20,60.1,1.2
 Polo,2017,11699,Manual,27500,Petrol,150,65.7,1.0
 Polo,2016,9999,Manual,17756,Petrol,20,60.1,1.2
 Polo,2016,14299,Manual,7800,Petrol,150,47.0,1.8
 Polo,2016,7995,Manual,35000,Petrol,20,60.1,1.0
 Polo,2014,7995,Manual,36742,Petrol,20,60.1,1.0
 Polo,2014,7995,Manual,28709,Diesel,0,83.1,1.4
 Polo,2018,12299,Manual,17000,Petrol,150,64.2,1.0
 Polo,2017,9999,Manual,15000,Petrol,150,60.1,1.0
 Polo,2015,9399,Manual,35786,Petrol,20,60.1,1.2
 Polo,2017,10999,Automatic,22893,Petrol,145,60.1,1.2
 Polo,2005,1495,Manual,96000,Petrol,160,47.1,1.2
 Polo,2016,9999,Manual,27125,Petrol,20,60.1,1.2
 Polo,2013,6995,Manual,33407,Petrol,125,51.4,1.2
 Polo,2011,4495,Manual,67350,Diesel,20,72.4,1.2
 Polo,2009,4299,Manual,21000,Petrol,165,43.5,1.4
 Polo,2016,9299,Manual,36001,Petrol,20,60.1,1.2
 Polo,2016,8999,Manual,40710,Petrol,20,60.1,1.2
 Polo,2017,10299,Manual,14500,Petrol,20,60.1,1.2
 Polo,2017,10199,Manual,18640,Petrol,150,60.1,1.0
 Polo,2017,9499,Manual,23000,Petrol,150,60.1,1.0
 Polo,2016,9299,Manual,15000,Petrol,20,60.1,1.0
 Polo,2013,5999,Manual,57807,Petrol,125,51.4,1.2
 Polo,2016,8900,Manual,11800,Petrol,20,60.1,1.0
 Polo,2017,13799,Automatic,25182,Petrol,20,61.4,1.4
 Polo,2016,10500,Manual,8900,Petrol,20,60.1,1.0
 Polo,2017,10299,Manual,25432,Petrol,145,60.1,1.2
 Polo,2015,8799,Manual,26200,Petrol,20,60.1,1.2
 Polo,2007,2995,Automatic,106000,Petrol,200,40.9,1.4
 Polo,2008,4695,Manual,50000,Diesel,30,62.8,1.4
 Polo,2017,9599,Manual,15912,Petrol,145,58.9,1.0
 Polo,2007,1450,Manual,107000,Petrol,145,47.1,1.2
 Polo,2016,10480,Manual,34000,Petrol,0,65.7,1.0
 Polo,2017,8299,Manual,35115,Petrol,145,60.1,1.0
 Polo,2016,10221,Semi-Auto,32127,Petrol,20,60.1,1.2
 Polo,2017,11679,Manual,31716,Petrol,20,61.4,1.4
 Polo,2017,9684,Manual,20954,Petrol,20,60.1,1.2
 Polo,2018,11997,Manual,15641,Petrol,145,64.2,1.0
 Polo,2015,8290,Manual,27000,Petrol,20,60.1,1.0
 Polo,2015,7290,Manual,43000,Petrol,20,58.9,1.0
 Polo,2016,10500,Manual,16600,Petrol,20,60.1,1.2
 Polo,2014,6650,Manual,42555,Petrol,125,51.4,1.2
 Polo,2014,5995,Manual,64207,Diesel,20,72.4,1.2
 Polo,2017,10666,Manual,18494,Petrol,20,60.1,1.2
 Polo,2017,9690,Manual,18085,Petrol,145,60.1,1.0
 Polo,2016,8790,Manual,51500,Petrol,20,60.1,1.2
 Polo,2017,10200,Manual,17156,Petrol,20,58.9,1.0
 Polo,2016,10700,Manual,45750,Petrol,20,61.4,1.4
 Polo,2015,8000,Manual,23836,Petrol,20,60.1,1.0
 Polo,2017,10000,Manual,13544,Petrol,20,60.1,1.0
 Polo,2014,9300,Manual,22543,Petrol,20,60.1,1.2
 Polo,2017,10200,Manual,22781,Petrol,145,60.1,1.2
 Polo,2013,10800,Automatic,35653,Petrol,145,47.9,1.4
 Polo,2015,10000,Automatic,27407,Petrol,20,60.1,1.2
 Polo,2014,7000,Manual,17238,Petrol,20,60.1,1.0
 Polo,2016,9500,Manual,21514,Petrol,20,60.1,1.0
 Polo,2016,10600,Manual,17049,Petrol,20,60.1,1.2
 Polo,2016,9200,Manual,21816,Petrol,20,58.9,1.0
 Polo,2017,10500,Manual,24755,Petrol,145,60.1,1.2
 Polo,2016,10600,Manual,17897,Petrol,20,60.1,1.2
 Polo,2015,8400,Manual,21171,Petrol,20,58.9,1.0
 Polo,2017,15500,Automatic,14004,Petrol,145,50.4,1.8
 Polo,2018,11750,Manual,14000,Petrol,145,60.1,1.0
 Polo,2017,10750,Manual,22000,Petrol,150,60.1,1.2
 Polo,2010,3350,Manual,95400,Petrol,125,51.4,1.2
 Polo,2014,11500,Automatic,32315,Petrol,145,47.9,1.4
 Polo,2017,11300,Manual,13378,Petrol,145,60.1,1.2
 Polo,2016,9500,Manual,21331,Petrol,20,60.1,1.2
 Polo,2015,9300,Manual,24193,Petrol,20,60.1,1.2
 Polo,2015,8300,Manual,43006,Petrol,20,60.1,1.2
 Polo,2016,9490,Manual,34000,Diesel,0,60.1,1.4
 Polo,2015,6490,Manual,50000,Petrol,0,65.7,1.0
 Polo,2015,5490,Manual,62000,Petrol,20,60.1,1.0
 Polo,2015,6490,Manual,39000,Petrol,20,60.1,1.2
 Polo,2014,6500,Manual,50120,Petrol,125,51.4,1.2
 Polo,2014,5490,Manual,54000,Petrol,125,51.4,1.2
 Polo,2014,6490,Manual,38000,Petrol,20,60.1,1.2
 Polo,2015,5990,Manual,47000,Petrol,20,60.1,1.0
 Polo,2016,6990,Manual,62000,Petrol,20,60.1,1.2
 Polo,2016,11082,Manual,13611,Petrol,20,60.1,1.2
 Polo,2016,6990,Manual,40000,Petrol,20,60.1,1.0
 Polo,2018,11999,Manual,11432,Petrol,145,64.2,1.0
 Polo,2018,13699,Automatic,8502,Petrol,145,61.4,1.0
 Polo,2016,7999,Manual,26655,Petrol,20,60.1,1.0
 Polo,2017,8250,Manual,29689,Petrol,145,60.1,1.2
 Polo,2016,13800,Automatic,24749,Petrol,125,50.4,1.8
 Polo,2017,11410,Automatic,28208,Petrol,20,60.1,1.2
 Polo,2014,7289,Manual,24790,Diesel,0,83.1,1.4
 Polo,2014,6772,Manual,71094,Petrol,20,60.1,1.2
 Polo,2014,5899,Manual,72125,Petrol,125,51.4,1.2
 Polo,2016,13499,Automatic,12635,Petrol,20,61.4,1.4
 Polo,2016,12999,Automatic,29380,Petrol,125,50.4,1.8
 Polo,2016,6490,Manual,31000,Petrol,20,60.1,1.0
 Polo,2018,13799,Manual,11918,Petrol,145,51.4,1.0
 Polo,2012,6320,Manual,54042,Petrol,145,47.9,1.4
 Polo,2015,8164,Manual,30274,Petrol,20,60.1,1.2
 Polo,2016,9350,Manual,18291,Petrol,20,60.1,1.2
 Polo,2015,6990,Manual,27000,Petrol,20,60.1,1.2
 Polo,2015,8990,Manual,35000,Petrol,20,61.4,1.4
 Polo,2014,8534,Manual,20667,Petrol,20,60.1,1.2
 Polo,2017,10299,Manual,11845,Petrol,145,60.1,1.2
 Polo,2012,5399,Manual,40983,Petrol,125,51.4,1.2
 Polo,2016,8899,Manual,13171,Petrol,20,60.1,1.2
 Polo,2016,11199,Automatic,15046,Petrol,20,58.9,1.0
 Polo,2016,9191,Manual,20895,Petrol,20,60.1,1.2
 Polo,2016,10749,Automatic,39717,Petrol,20,60.1,1.2
 Polo,2012,5475,Manual,40122,Petrol,125,51.4,1.2
 Polo,2017,11484,Manual,9451,Petrol,145,61.7,1.2
 Polo,2016,9400,Automatic,53197,Petrol,20,60.1,1.2
 Polo,2016,9199,Manual,23372,Petrol,20,60.1,1.2
 Polo,2013,6872,Manual,57000,Petrol,125,53.3,1.2
 Polo,2017,9640,Manual,37778,Diesel,145,74.3,1.4
 Polo,2017,10899,Manual,9590,Petrol,145,60.1,1.2
 Polo,2017,9799,Manual,36740,Petrol,145,60.1,1.2
 Polo,2015,11299,Automatic,27019,Petrol,20,61.4,1.4
 Polo,2016,9185,Manual,22641,Petrol,20,60.1,1.0
 Polo,2017,9740,Manual,34070,Diesel,150,74.3,1.4
 Polo,2017,10214,Manual,22385,Petrol,145,60.1,1.0
 Polo,2016,8999,Manual,15349,Petrol,20,60.1,1.2
 Polo,2017,12999,Automatic,1536,Petrol,145,60.1,1.2
 Polo,2016,7899,Manual,39707,Petrol,20,60.1,1.2
 Polo,2014,7458,Manual,27087,Petrol,20,60.1,1.0
 Polo,2016,7860,Manual,31729,Petrol,20,60.1,1.0
 Polo,2014,7430,Manual,29963,Petrol,20,60.1,1.0
 Polo,2013,8940,Automatic,63617,Petrol,20,61.4,1.4
 Polo,2016,9690,Manual,22358,Petrol,20,60.1,1.2
 Polo,2015,6995,Manual,50125,Petrol,20,60.1,1.0
 Polo,2011,5440,Manual,48000,Petrol,150,47.9,1.4
 Polo,2011,5340,Manual,51000,Petrol,125,51.4,1.2
 Polo,2017,9740,Manual,23741,Petrol,150,60.1,1.2
 Polo,2015,8199,Manual,38816,Petrol,20,60.1,1.2
 Polo,2017,11349,Manual,28150,Petrol,145,65.7,1.0
 Polo,2017,10161,Manual,27366,Petrol,145,60.1,1.2
 Polo,2016,10000,Manual,19358,Petrol,20,60.1,1.2
 Polo,2017,9899,Manual,17351,Petrol,145,58.9,1.0
 Polo,2017,9499,Manual,22034,Petrol,145,60.1,1.2
 Polo,2015,7690,Manual,36149,Petrol,20,60.1,1.2
 Polo,2013,7398,Manual,38197,Petrol,145,47.9,1.4
 Polo,2014,7708,Manual,46538,Petrol,20,60.1,1.2
 Polo,2015,7168,Manual,46453,Petrol,20,60.1,1.0
 Polo,2011,8650,Automatic,43931,Petrol,145,47.9,1.4
 Polo,2016,10248,Automatic,33060,Petrol,20,60.1,1.2
 Polo,2016,8799,Manual,27532,Petrol,20,60.1,1.2
 Polo,2016,8999,Manual,35007,Petrol,20,60.1,1.2
 Polo,2017,9290,Manual,39758,Petrol,20,60.1,1.2
 Polo,2015,9495,Automatic,16507,Petrol,20,60.1,1.2
 Polo,2017,14653,Manual,11684,Petrol,150,47.0,1.8
 Polo,2016,7870,Manual,24441,Petrol,20,60.1,1.0
 Polo,2015,8190,Manual,35718,Petrol,20,58.9,1.0
 Polo,2013,8931,Manual,28896,Petrol,20,60.1,1.2
 Polo,2018,10733,Manual,15178,Petrol,145,60.1,1.0
 Polo,2017,9990,Manual,18000,Petrol,145,60.1,1.2
 Polo,2015,9499,Manual,9557,Petrol,20,60.1,1.2
 Polo,2017,9990,Manual,12899,Petrol,20,60.1,1.2
 Polo,2014,9999,Automatic,21099,Petrol,20,58.9,1.2
 Polo,2016,8990,Manual,23351,Petrol,20,60.1,1.0
 Polo,2009,3299,Manual,91085,Diesel,30,61.4,1.4
 Polo,2010,4999,Automatic,37989,Petrol,145,47.9,1.4
 Polo,2012,5995,Manual,38776,Petrol,145,47.9,1.4
 Polo,2011,6000,Manual,40000,Petrol,125,51.4,1.2
 Polo,2017,13800,Manual,11461,Petrol,20,61.4,1.4
 Polo,2015,8400,Manual,32236,Petrol,20,60.1,1.0
 Polo,2017,14000,Automatic,15947,Petrol,145,61.4,1.4
 Polo,2017,12300,Manual,29774,Petrol,150,47.0,1.8
 Polo,2018,11500,Manual,14739,Petrol,150,64.2,1.0
 Polo,2013,6200,Manual,32595,Petrol,125,51.4,1.2
 Polo,2016,9000,Manual,27333,Petrol,20,60.1,1.2
 Polo,2014,7600,Manual,42228,Petrol,20,58.9,1.2
 Polo,2018,10600,Manual,20000,Petrol,150,60.1,1.0
 Polo,2017,9900,Manual,21854,Petrol,0,68.9,1.0
 Polo,2016,8900,Manual,30538,Petrol,20,58.9,1.0
 Polo,2016,10500,Semi-Auto,28248,Petrol,20,60.1,1.2
 Polo,2016,10000,Semi-Auto,36918,Petrol,20,60.1,1.2
 Polo,2017,10100,Manual,26000,Petrol,145,60.1,1.2
 Polo,2016,8900,Manual,18065,Petrol,20,60.1,1.0
 Polo,2016,9595,Manual,10900,Petrol,20,60.1,1.2
 Polo,2017,9999,Manual,17099,Petrol,150,60.1,1.0
 Polo,2016,13000,Manual,22758,Petrol,145,47.0,1.8
 Polo,2016,13100,Manual,24787,Petrol,145,47.0,1.8
 Polo,2016,10000,Semi-Auto,38953,Petrol,20,60.1,1.2
 Polo,2016,8200,Manual,42184,Petrol,20,60.1,1.2
 Polo,2016,13700,Semi-Auto,26593,Petrol,125,50.4,1.8
 Polo,2016,13400,Manual,24379,Petrol,150,47.0,1.8
 Polo,2017,10200,Manual,27548,Petrol,145,60.1,1.2
 Polo,2016,9995,Manual,29505,Petrol,20,60.1,1.2
 Polo,2016,13600,Manual,18225,Petrol,150,47.0,1.8
 Polo,2017,11200,Manual,5536,Petrol,150,60.1,1.0
 Polo,2017,10500,Manual,27643,Petrol,150,60.1,1.2
 Polo,2016,12300,Automatic,10548,Petrol,20,60.1,1.2
 Polo,2016,10000,Manual,21745,Petrol,20,58.9,1.0
 Polo,2017,10000,Manual,38789,Petrol,20,60.1,1.2
 Polo,2016,12700,Manual,17914,Petrol,20,61.4,1.4
 Polo,2013,6000,Manual,56105,Petrol,125,51.4,1.2
 Polo,2018,12500,Manual,17090,Petrol,145,52.3,1.0
 Polo,2016,14800,Automatic,22746,Petrol,125,50.4,1.8
 Polo,2015,10800,Manual,11580,Petrol,20,58.9,1.2
 Polo,2017,10900,Manual,20278,Petrol,20,60.1,1.2
 Polo,2015,9400,Manual,37207,Petrol,20,60.1,1.2
 Polo,2017,16000,Automatic,16363,Petrol,145,50.4,1.8
 Polo,2017,10000,Manual,13263,Petrol,20,58.9,1.0
 Polo,2016,10100,Manual,15739,Petrol,20,60.1,1.2
 Polo,2017,10500,Manual,23311,Petrol,0,65.7,1.0
 Polo,2016,9700,Manual,38044,Petrol,20,60.1,1.2
 Polo,2016,12300,Automatic,10872,Petrol,20,60.1,1.2
 Polo,2016,10400,Manual,19965,Petrol,20,60.1,1.2
 Polo,2017,10500,Manual,7373,Petrol,150,60.1,1.2
 Polo,2016,10000,Manual,29591,Petrol,20,60.1,1.2
 Polo,2015,10500,Automatic,22841,Petrol,20,60.1,1.2
 Polo,2016,8500,Manual,43252,Petrol,20,60.1,1.2
 Polo,2016,9300,Manual,29846,Petrol,20,60.1,1.0
 Polo,2015,9300,Manual,32803,Petrol,20,60.1,1.2
 Polo,2016,8800,Manual,29379,Petrol,20,60.1,1.2
 Polo,2018,12300,Manual,24762,Petrol,150,64.2,1.0
 Polo,2015,10000,Manual,27810,Petrol,20,60.1,1.2
 Polo,2016,9200,Manual,26141,Petrol,20,60.1,1.0
 Polo,2018,11200,Manual,15776,Petrol,150,60.1,1.2
 Polo,2016,9800,Manual,35174,Petrol,20,60.1,1.2
 Polo,2018,16400,Automatic,20823,Petrol,145,47.9,2.0
 Polo,2013,7500,Manual,44437,Petrol,125,51.4,1.2
 Polo,2016,9800,Manual,18025,Petrol,20,60.1,1.2
 Polo,2017,10300,Manual,14345,Petrol,20,60.1,1.2
 Polo,2013,8100,Manual,37720,Petrol,145,47.9,1.4
 Polo,2017,12000,Automatic,19246,Petrol,145,60.1,1.2
 Polo,2017,13000,Manual,26566,Petrol,150,61.4,1.4
 Polo,2017,9300,Manual,24687,Petrol,145,58.9,1.0
 Polo,2016,10700,Manual,9613,Petrol,20,60.1,1.2
 Polo,2016,10000,Manual,29533,Petrol,20,60.1,1.2
 Polo,2016,13500,Manual,30077,Petrol,145,47.0,1.8
 Polo,2018,12500,Manual,24499,Petrol,145,62.8,1.0
 Polo,2016,9800,Manual,21546,Petrol,20,60.1,1.2
 Polo,2017,8795,Manual,24680,Petrol,20,58.9,1.0
 Polo,2016,7489,Manual,31127,Petrol,20,60.1,1.0
 Polo,2017,9389,Manual,31831,Petrol,150,58.9,1.0
 Polo,2018,11689,Manual,24231,Petrol,150,64.2,1.0
 Polo,2017,11489,Manual,11489,Petrol,150,60.1,1.2
 Polo,2016,8789,Manual,22476,Petrol,20,60.1,1.0
 Polo,2017,9900,Manual,24000,Petrol,150,60.1,1.2
 Polo,2018,12500,Manual,13234,Petrol,150,64.2,1.0
 Polo,2016,7699,Manual,54503,Petrol,20,60.1,1.0
 Polo,2016,9999,Automatic,38058,Petrol,20,60.1,1.2
 Polo,2014,7500,Manual,46927,Petrol,20,58.9,1.2
 Polo,2018,12989,Automatic,21019,Petrol,150,61.4,1.0
 Polo,2017,9899,Manual,29700,Petrol,20,60.1,1.2
 Polo,2016,8559,Manual,24340,Petrol,20,58.9,1.0
 Polo,2017,10489,Manual,18101,Petrol,150,60.1,1.2
 Polo,2016,9289,Manual,30996,Petrol,20,58.9,1.0
 Polo,2015,6500,Manual,55533,Petrol,20,60.1,1.0
 Polo,2016,8389,Manual,32216,Diesel,0,83.1,1.4
 Polo,2016,7195,Manual,46850,Petrol,20,60.1,1.0
 Polo,2016,9995,Semi-Auto,38321,Petrol,20,60.1,1.2
 Polo,2017,12799,Semi-Auto,6000,Petrol,145,60.1,1.2
 Polo,2012,7625,Automatic,29082,Petrol,145,47.9,1.4
 Polo,2012,6285,Automatic,69056,Petrol,145,47.9,1.4
 Polo,2016,7999,Manual,33721,Petrol,20,60.1,1.0
 Polo,2017,9499,Manual,15112,Petrol,150,58.9,1.0
 Polo,2013,5975,Manual,63152,Petrol,125,51.4,1.2
 Polo,2014,10185,Manual,34500,Petrol,20,61.4,1.4
 Polo,2014,7441,Manual,23200,Petrol,20,58.9,1.0
 Polo,2016,11450,Manual,13200,Petrol,0,65.7,1.0
 Polo,2013,5999,Manual,51257,Diesel,20,72.4,1.2
 Polo,2016,12999,Manual,38254,Petrol,150,47.0,1.8
 Polo,2016,10999,Automatic,23750,Petrol,20,60.1,1.2
 Polo,2017,10175,Manual,22367,Petrol,150,58.9,1.0
 Polo,2017,10599,Manual,20859,Petrol,150,60.1,1.2
 Polo,2017,9000,Manual,36000,Petrol,20,58.9,1.0
 Polo,2015,6500,Manual,77000,Diesel,0,83.1,1.4
 Polo,2016,9400,Manual,27150,Diesel,0,83.1,1.4
 Polo,2017,10500,Manual,24000,Petrol,20,60.1,1.2
 Polo,2016,7875,Manual,29549,Petrol,20,60.1,1.0
 Polo,2016,7999,Manual,50291,Petrol,20,60.1,1.2
 Polo,2017,10000,Manual,24341,Petrol,20,60.1,1.2
 Polo,2017,11200,Manual,10250,Petrol,150,60.1,1.2
 Polo,2015,9000,Automatic,35478,Petrol,20,60.1,1.2
 Polo,2017,9489,Manual,15442,Petrol,145,58.9,1.0
 Polo,2018,13295,Manual,189,Diesel,145,57.7,1.6
 Polo,2014,9620,Automatic,18229,Petrol,20,60.1,1.2
 Polo,2016,8350,Manual,32598,Petrol,20,60.1,1.2
 Polo,2017,8491,Manual,29562,Petrol,20,60.1,1.0
 Polo,2017,9999,Manual,13242,Petrol,150,58.9,1.0
 Polo,2017,9700,Manual,28984,Diesel,145,83.1,1.4
 Polo,2017,9000,Manual,25142,Petrol,20,60.1,1.0
 Polo,2017,8799,Manual,47950,Petrol,20,60.1,1.2
 Polo,2015,10799,Automatic,8137,Petrol,20,60.1,1.2
 Polo,2011,4899,Manual,72000,Petrol,125,51.4,1.2
 Polo,2014,8699,Manual,44111,Petrol,20,61.4,1.4
 Polo,2015,8699,Manual,20068,Petrol,20,60.1,1.0
 Polo,2011,6695,Manual,31000,Petrol,145,47.9,1.4
 Polo,2013,8500,Manual,42378,Petrol,125,53.3,1.2
 Polo,2017,14250,Automatic,24861,Petrol,145,50.4,1.8
 Polo,2016,8499,Manual,20933,Petrol,20,58.9,1.0
 Polo,2017,14199,Automatic,26552,Petrol,145,50.4,1.8
 Polo,2015,8074,Manual,37848,Petrol,20,58.9,1.0
 Polo,2017,10499,Manual,9680,Petrol,145,60.1,1.0
 Polo,2017,10407,Manual,10606,Petrol,145,58.9,1.0
 Polo,2016,9349,Manual,34326,Petrol,20,60.1,1.2
 Polo,2018,11599,Manual,10437,Petrol,145,60.1,1.2
 Polo,2012,5299,Manual,66892,Petrol,125,51.4,1.2
 Polo,2015,7099,Manual,61308,Petrol,20,58.9,1.0
 Polo,2014,7290,Manual,27896,Petrol,145,47.9,1.4
 Polo,2016,11750,Manual,36220,Petrol,20,61.4,1.4
 Polo,2016,10499,Manual,9318,Petrol,20,60.1,1.2
 Polo,2017,9499,Manual,26134,Petrol,20,60.1,1.0
 Polo,2012,5450,Manual,62432,Petrol,125,51.4,1.2
 Polo,2016,10295,Manual,30151,Petrol,20,61.4,1.4
 Polo,2016,8395,Manual,49005,Petrol,20,60.1,1.2
 Polo,2018,11950,Manual,24000,Petrol,150,60.1,1.0
 Polo,2012,6450,Automatic,38405,Petrol,145,47.9,1.4
 Polo,2016,9249,Manual,28081,Petrol,20,60.1,1.2
 Polo,2008,2350,Manual,103000,Petrol,150,43.5,1.4
